1773577570.659209 server started (43165): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1773577570.659259 on Linux 6.19.7-200.fc43.x86_64 #1 SMP PREEMPT_DYNAMIC Thu Mar 12 15:50:03 UTC 2026
1773577570.659295 using libevent 2.1.12-stable poll
1773577570.659313 using ncurses 6.5 20250614
1773577871.097931 format_replace: modifier 0 is W
1773577871.097944 format_loop_windows: window loop: 0 @0
1773577871.097954 format_defaults: c=/dev/pts/1
1773577871.097963 format_defaults: s=$0
1773577871.097971 format_defaults: wl=0
1773577871.097980 format_defaults: wp=none
1773577871.097997 format_expand1: expanding format: #[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}
1773577871.098017 format_expand1: found #*1[
1773577871.098031 format_expand1: found #{}: window_index
1773577871.098044 format_replace: format 'window_index' found: 0
1773577871.098054 format_replace: replaced 'window_index' with '0'
1773577871.098067 format_expand1: found #{}: ?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}
1773577871.098078 format_replace: condition is: #{!=:#{E:window-status-current-style},default}
1773577871.098092 format_expand1: expanding format: #{!=:#{E:window-status-current-style},default}
1773577871.098103 format_expand1: found #{}: !=:#{E:window-status-current-style},default
1773577871.098134 format_replace: modifier 0 is !=
1773577871.098144 format_expand1: expanding format: #{E:window-status-current-style}
1773577871.098154 format_expand1: found #{}: E:window-status-current-style
1773577871.098163 format_replace: modifier 0 is E
1773577871.098179 format_replace: format 'window-status-current-style' found: default
1773577871.098190 format_expand1: expanding format: default
1773577871.098201 format_expand1: result is: default
1773577871.098211 format_replace: replaced 'E:window-status-current-style' with 'default'
1773577871.098222 format_expand1: result is: default
1773577871.098232 format_expand1: expanding format: default
1773577871.098243 format_expand1: result is: default
1773577871.098254 format_replace: compare != left is: default
1773577871.098265 format_replace: compare != right is: default
1773577871.098276 format_replace: replaced '!=:#{E:window-status-current-style},default' with '0'
1773577871.098286 format_expand1: result is: 0
1773577871.098297 format_replace: condition '#{!=:#{E:window-status-current-style},default}' is false
1773577871.098309 format_expand1: expanding format: #{E:window-status-style}
1773577871.098319 format_expand1: found #{}: E:window-status-style
1773577871.098329 format_replace: modifier 0 is E
1773577871.098341 format_replace: format 'window-status-style' found: default
1773577871.098351 format_expand1: expanding format: default
1773577871.098361 format_expand1: result is: default
1773577871.098371 format_replace: replaced 'E:window-status-style' with 'default'
1773577871.098381 format_expand1: result is: default
1773577871.098395 format_replace: replaced '?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}' with 'default'
1773577871.098407 format_expand1: found #{}: ?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},
1773577871.098419 format_replace: condition is: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1773577871.098432 format_expand1: expanding format: #{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}
1773577871.098444 format_expand1: found #{}: &&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}
1773577871.098454 format_replace: modifier 0 is &&
1773577871.098465 format_expand1: expanding format: #{window_last_flag}
1773577871.098476 format_expand1: found #{}: window_last_flag
1773577871.098490 format_replace: format 'window_last_flag' found: 0
1773577871.098501 format_replace: replaced 'window_last_flag' with '0'
1773577871.098511 format_expand1: result is: 0
1773577871.098522 format_expand1: expanding format: #{!=:#{E:window-status-last-style},default}
1773577871.098533 format_expand1: found #{}: !=:#{E:window-status-last-style},default
1773577871.098543 format_replace: modifier 0 is !=
1773577871.098554 format_expand1: expanding format: #{E:window-status-last-style}
1773577871.098564 format_expand1: found #{}: E:window-status-last-style
1773577871.098575 format_replace: modifier 0 is E
1773577871.098587 format_replace: format 'window-status-last-style' found: default
1773577871.098598 format_expand1: expanding format: default
1773577871.098615 format_expand1: result is: default
1773577871.098630 format_replace: replaced 'E:window-status-last-style' with 'default'
1773577871.098640 format_expand1: result is: default
1773577871.098650 format_expand1: expanding format: default
1773577871.098660 format_expand1: result is: default
1773577871.098672 format_replace: compare != left is: default
1773577871.098682 format_replace: compare != right is: default
1773577871.098692 format_replace: replaced '!=:#{E:window-status-last-style},default' with '0'
1773577871.098702 format_expand1: result is: 0
1773577871.098713 format_replace: compare && left is: 0
1773577871.098723 format_replace: compare && right is: 0
1773577871.098734 format_replace: replaced '&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}' with '0'
1773577871.098744 format_expand1: result is: 0
1773577871.098756 format_replace: condition '#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}' is false
1773577871.098770 format_replace: replaced '?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},' with ''
1773577871.098789 format_expand1: found #{}: ?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1773577871.098801 format_replace: condition is: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1773577871.098814 format_expand1: expanding format: #{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}
1773577871.098826 format_expand1: found #{}: &&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}
1773577871.098836 format_replace: modifier 0 is &&
1773577871.098847 format_expand1: expanding format: #{window_bell_flag}
1773577871.098858 format_expand1: found #{}: window_bell_flag
1773577871.098871 format_replace: format 'window_bell_flag' found: 0
1773577871.098882 format_replace: replaced 'window_bell_flag' with '0'
1773577871.098892 format_expand1: result is: 0
1773577871.098903 format_expand1: expanding format: #{!=:#{E:window-status-bell-style},default}
1773577871.098914 format_expand1: found #{}: !=:#{E:window-status-bell-style},default
1773577871.098924 format_replace: modifier 0 is !=
1773577871.098935 format_expand1: expanding format: #{E:window-status-bell-style}
1773577871.098946 format_expand1: found #{}: E:window-status-bell-style
1773577871.098957 format_replace: modifier 0 is E
1773577871.098968 format_replace: format 'window-status-bell-style' found: reverse
1773577871.098978 format_expand1: expanding format: reverse
1773577871.098989 format_expand1: result is: reverse
1773577871.098999 format_replace: replaced 'E:window-status-bell-style' with 'reverse'
1773577871.099009 format_expand1: result is: reverse
1773577871.099020 format_expand1: expanding format: default
1773577871.099030 format_expand1: result is: default
1773577871.099042 format_replace: compare != left is: reverse
1773577871.099052 format_replace: compare != right is: default
1773577871.099063 format_replace: replaced '!=:#{E:window-status-bell-style},default' with '1'
1773577871.099073 format_expand1: result is: 1
1773577871.099085 format_replace: compare && left is: 0
1773577871.099096 format_replace: compare && right is: 1
1773577871.099118 format_replace: replaced '&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}' with '0'
1773577871.099128 format_expand1: result is: 0
1773577871.099141 format_replace: condition '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}' is false
1773577871.099153 format_expand1: expanding format: #{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1773577871.099166 format_expand1: found #{}: ?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},
1773577871.099194 format_replace: condition is: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1773577871.099212 format_expand1: expanding format: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1773577871.099225 format_expand1: found #{}: &&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}
1773577871.099237 format_replace: modifier 0 is &&
1773577871.099248 format_expand1: expanding format: #{||:#{window_activity_flag},#{window_silence_flag}}
1773577871.099259 format_expand1: found #{}: ||:#{window_activity_flag},#{window_silence_flag}
1773577871.099270 format_replace: modifier 0 is ||
1773577871.099281 format_expand1: expanding format: #{window_activity_flag}
1773577871.099291 format_expand1: found #{}: window_activity_flag
1773577871.099305 format_replace: format 'window_activity_flag' found: 0
1773577871.099316 format_replace: replaced 'window_activity_flag' with '0'
1773577871.099327 format_expand1: result is: 0
1773577871.099338 format_expand1: expanding format: #{window_silence_flag}
1773577871.099348 format_expand1: found #{}: window_silence_flag
1773577871.099360 format_replace: format 'window_silence_flag' found: 0
1773577871.099371 format_replace: replaced 'window_silence_flag' with '0'
1773577871.099381 format_expand1: result is: 0
1773577871.099391 format_replace: compare || left is: 0
1773577871.099401 format_replace: compare || right is: 0
1773577871.099414 format_replace: replaced '||:#{window_activity_flag},#{window_silence_flag}' with '0'
1773577871.099423 format_expand1: result is: 0
1773577871.099434 format_expand1: expanding format: #{!=:#{E:window-status-activity-style},default}
1773577871.099445 format_expand1: found #{}: !=:#{E:window-status-activity-style},default
1773577871.099455 format_replace: modifier 0 is !=
1773577871.099466 format_expand1: expanding format: #{E:window-status-activity-style}
1773577871.099477 format_expand1: found #{}: E:window-status-activity-style
1773577871.099487 format_replace: modifier 0 is E
1773577871.099498 format_replace: format 'window-status-activity-style' found: reverse
1773577871.099510 format_expand1: expanding format: reverse
1773577871.099520 format_expand1: result is: reverse
1773577871.099532 format_replace: replaced 'E:window-status-activity-style' with 'reverse'
1773577871.099542 format_expand1: result is: reverse
1773577871.099552 format_expand1: expanding format: default
1773577871.099562 format_expand1: result is: default
1773577871.099573 format_replace: compare != left is: reverse
1773577871.099583 format_replace: compare != right is: default
1773577871.099595 format_replace: replaced '!=:#{E:window-status-activity-style},default' with '1'
1773577871.099605 format_expand1: result is: 1
1773577871.099615 format_replace: compare && left is: 0
1773577871.099625 format_replace: compare && right is: 1
1773577871.099637 format_replace: replaced '&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}' with '0'
1773577871.099647 format_expand1: result is: 0
1773577871.099659 format_replace: condition '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}' is false
1773577871.099672 format_replace: replaced '?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},' with ''
1773577871.099682 format_expand1: result is: 
1773577871.099699 format_replace: replaced '?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}' with ''
1773577871.099710 format_expand1: found #*1[
1773577871.099721 format_expand1: found #{}: T:window-status-current-format
1773577871.099731 format_replace: modifier 0 is T
1773577871.099751 format_replace: format 'window-status-current-format' found: #I:#W#{?window_flags,#{window_flags}, }
1773577871.099765 format_expand1: expanding format: #I:#W#{?window_flags,#{window_flags}, }
1773577871.099777 format_expand1: found #I: window_index
1773577871.099790 format_replace: format 'window_index' found: 0
1773577871.099800 format_replace: replaced 'window_index' with '0'
1773577871.099811 format_expand1: found #W: window_name
1773577871.099823 format_replace: format 'window_name' found: fish
1773577871.099834 format_replace: replaced 'window_name' with 'fish'
1773577871.099845 format_expand1: found #{}: ?window_flags,#{window_flags}, 
1773577871.099855 format_replace: condition is: window_flags
1773577871.099868 format_replace: condition 'window_flags' found: *
1773577871.099881 format_replace: condition 'window_flags' is true
1773577871.099892 format_expand1: expanding format: #{window_flags}
1773577871.099903 format_expand1: found #{}: window_flags
1773577871.099917 format_replace: format 'window_flags' found: *
1773577871.099928 format_replace: replaced 'window_flags' with '*'
1773577871.099938 format_expand1: result is: *
1773577871.099949 format_replace: replaced '?window_flags,#{window_flags}, ' with '*'
1773577871.099961 format_expand1: result is: 0:fish*
1773577871.099971 format_replace: replaced 'T:window-status-current-format' with '0:fish*'
1773577871.099982 format_expand1: found #*1[
1773577871.099992 format_expand1: found #*1[
1773577871.100004 format_expand1: found #{}: ?window_end_flag,,#{window-status-separator}
1773577871.100014 format_replace: condition is: window_end_flag
1773577871.100028 format_replace: condition 'window_end_flag' found: 1
1773577871.100038 format_replace: condition 'window_end_flag' is true
1773577871.100049 format_replace: replaced '?window_end_flag,,#{window-status-separator}' with ''
1773577871.100062 format_expand1: result is: #[range=window|0 list=focus default]#[push-default]0:fish*#[pop-default]#[norange list=on default]
1773577871.100074 unref client 0x5650cf0ca630 (3 references)
1773577871.100100 format_replace: replaced 'W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}' with '#[range=window|0 list=focus default]#[push-default]0:fish*#[pop-default]#[norange list=on default]'
1773577871.100125 format_expand1: found #*1[
1773577871.100135 format_expand1: found #{}: E:status-right-style
1773577871.100146 format_replace: modifier 0 is E
1773577871.100159 format_replace: format 'status-right-style' found: default
1773577871.100171 format_expand1: expanding format: default
1773577871.100181 format_expand1: result is: default
1773577871.100192 format_replace: replaced 'E:status-right-style' with 'default'
1773577871.100202 format_expand1: found #*1[
1773577871.100213 format_expand1: found #{}: T;=/#{status-right-length}:status-right
1773577871.100223 format_expand1: expanding format: #{status-right-length}
1773577871.100234 format_expand1: found #{}: status-right-length
1773577871.100266 format_replace: format 'status-right-length' found: 40
1773577871.100283 format_replace: replaced 'status-right-length' with '40'
1773577871.100294 format_expand1: result is: 40
1773577871.100305 format_replace: modifier 0 is T
1773577871.100315 format_replace: modifier 1 is =
1773577871.100326 format_replace: modifier 1 argument 0: 40
1773577871.100339 format_replace: format 'status-right' found: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1773577871.100352 format_expand1: expanding format: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1773577871.100368 format_expand1: after time expanded: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" 13:31 15-Mar-26
1773577871.100379 format_expand1: found #{}: ?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,
1773577871.100390 format_replace: condition is: window_bigger
1773577871.100403 format_replace: condition 'window_bigger' found: 0
1773577871.100414 format_replace: condition 'window_bigger' is false
1773577871.100425 format_replace: replaced '?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,' with ''
1773577871.100438 format_expand1: found #{}: =21:pane_title
1773577871.100448 format_expand1: expanding format: 21
1773577871.100458 format_expand1: result is: 21
1773577871.100468 format_replace: modifier 0 is =
1773577871.100478 format_replace: modifier 0 argument 0: 21
1773577871.100493 format_replace: format 'pane_title' found: ~/D/T/s/e/6-start-Node-app
1773577871.100503 format_replace: applied length limit 21: ~/D/T/s/e/6-start-Nod
1773577871.100514 format_replace: replaced '=21:pane_title' with '~/D/T/s/e/6-start-Nod'
1773577871.100526 format_expand1: result is: "~/D/T/s/e/6-start-Nod" 13:31 15-Mar-26
1773577871.100537 format_replace: applied length limit 40: "~/D/T/s/e/6-start-Nod" 13:31 15-Mar-26
1773577871.100549 format_replace: replaced 'T;=/#{status-right-length}:status-right' with '"~/D/T/s/e/6-start-Nod" 13:31 15-Mar-26'
1773577871.100559 format_expand1: found #*1[
1773577871.100569 format_expand1: found #*1[
1773577871.100586 format_expand1: result is: #[align=left range=left default]#[push-default][0] #[pop-default]#[norange default]#[list=on align=left]#[list=left-marker]<#[list=right-marker]>#[list=on]#[range=window|0 list=focus default]#[push-default]0:fish*#[pop-default]#[norange list=on default]#[nolist align=right range=right default]#[push-default]"~/D/T/s/e/6-start-Nod" 13:31 15-Mar-26#[pop-default]#[norange default]
1773577871.100610 screen_write_cursormove: from 188,0 to 0,0
1773577871.100627 format_draw: #[align=left range=left default]#[push-default][0] #[pop-default]#[norange default]#[list=on align=left]#[list=left-marker]<#[list=right-marker]>#[list=on]#[range=window|0 list=focus default]#[push-default]0:fish*#[pop-default]#[norange list=on default]#[nolist align=right range=right default]#[push-default]"~/D/T/s/e/6-start-Nod" 13:31 15-Mar-26#[pop-default]#[norange default]
1773577871.100639 screen_write_start: size 380x1, no pane
1773577871.100653 screen_write_start: size 380x1, no pane
1773577871.100667 screen_write_start: size 380x1, no pane
1773577871.100680 screen_write_start: size 380x1, no pane
1773577871.100692 screen_write_start: size 380x1, no pane
1773577871.100704 screen_write_start: size 380x1, no pane
1773577871.100718 screen_write_start: size 380x1, no pane
1773577871.100731 screen_write_start: size 380x1, no pane
1773577871.100744 style_parse: align=left range=left default
1773577871.100754 style_parse: align=left
1773577871.100766 style_parse: range=left
1773577871.100777 style_parse: default
1773577871.100790 format_draw: style 'align=left range=left default' -> 'range=left,align=left,fg=black,bg=green'
1773577871.100802 style_parse: push-default
1773577871.100811 style_parse: push-default
1773577871.100824 format_draw: style 'push-default' -> 'range=left,align=left,push-default,fg=black,bg=green'
1773577871.100835 style_parse: pop-default
1773577871.100852 style_parse: pop-default
1773577871.100866 format_draw: style 'pop-default' -> 'range=left,align=left,pop-default,fg=black,bg=green'
1773577871.100877 style_parse: norange default
1773577871.100887 style_parse: norange
1773577871.100898 style_parse: default
1773577871.100909 format_draw: style 'norange default' -> 'align=left,fg=black,bg=green'
1773577871.100919 style_parse: list=on align=left
1773577871.100929 style_parse: list=on
1773577871.100939 style_parse: align=left
1773577871.100950 format_draw: style 'list=on align=left' -> 'list=on,align=left,fg=black,bg=green'
1773577871.100961 format_draw: change LEFT -> LIST
1773577871.100971 style_parse: list=left-marker
1773577871.100982 style_parse: list=left-marker
1773577871.100994 format_draw: style 'list=left-marker' -> 'list=left-marker,align=left,fg=black,bg=green'
1773577871.101005 format_draw: change LIST -> LIST_LEFT
1773577871.101015 style_parse: list=right-marker
1773577871.101025 style_parse: list=right-marker
1773577871.101036 format_draw: style 'list=right-marker' -> 'list=right-marker,align=left,fg=black,bg=green'
1773577871.101047 format_draw: change LIST_LEFT -> LIST_RIGHT
1773577871.101058 style_parse: list=on
1773577871.101069 style_parse: list=on
1773577871.101080 format_draw: style 'list=on' -> 'list=on,align=left,fg=black,bg=green'
1773577871.101090 format_draw: change LIST_RIGHT -> LIST
1773577871.101101 style_parse: range=window|0 list=focus default
1773577871.101121 style_parse: range=window|0
1773577871.101131 style_parse: list=focus
1773577871.101141 style_parse: default
1773577871.101154 format_draw: style 'range=window|0 list=focus default' -> 'list=focus,range=window|0,align=left,fg=black,bg=green'
1773577871.101164 style_parse: push-default
1773577871.101176 style_parse: push-default
1773577871.101189 format_draw: style 'push-default' -> 'list=focus,range=window|0,align=left,push-default,fg=black,bg=green'
1773577871.101200 style_parse: pop-default
1773577871.101210 style_parse: pop-default
1773577871.101221 format_draw: style 'pop-default' -> 'list=focus,range=window|0,align=left,pop-default,fg=black,bg=green'
1773577871.101231 style_parse: norange list=on default
1773577871.101241 style_parse: norange
1773577871.101252 style_parse: list=on
1773577871.101263 style_parse: default
1773577871.101274 format_draw: style 'norange list=on default' -> 'list=on,align=left,fg=black,bg=green'
1773577871.101285 style_parse: nolist align=right range=right default
1773577871.101295 style_parse: nolist
1773577871.101305 style_parse: align=right
1773577871.101315 style_parse: range=right
1773577871.101325 style_parse: default
1773577871.101337 format_draw: style 'nolist align=right range=right default' -> 'range=right,align=right,fg=black,bg=green'
1773577871.101347 format_draw: change LIST -> RIGHT
1773577871.101359 style_parse: push-default
1773577871.101369 style_parse: push-default
1773577871.101380 format_draw: style 'push-default' -> 'range=right,align=right,push-default,fg=black,bg=green'
1773577871.101392 style_parse: pop-default
1773577871.101402 style_parse: pop-default
1773577871.101414 format_draw: style 'pop-default' -> 'range=right,align=right,pop-default,fg=black,bg=green'
1773577871.101424 style_parse: norange default
1773577871.101434 style_parse: norange
1773577871.101444 style_parse: default
1773577871.101456 format_draw: style 'norange default' -> 'align=right,fg=black,bg=green'
1773577871.101467 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1773577871.101477 format_draw: width LEFT is 4
1773577871.101488 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1773577871.101498 format_draw: width CENTRE is 0
1773577871.101509 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1773577871.101519 format_draw: width RIGHT is 39
1773577871.101529 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1773577871.101541 format_draw: width ABSOLUTE_CENTRE is 0
1773577871.101551 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1773577871.101561 format_draw: width LIST is 7
1773577871.101578 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1773577871.101591 format_draw: width LIST_LEFT is 1
1773577871.101601 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1773577871.101612 format_draw: width LIST_RIGHT is 1
1773577871.101622 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1773577871.101633 format_draw: width AFTER is 0
1773577871.101643 format_draw: focus 0-7
1773577871.101654 format_draw: range 1|0 is LEFT 0-5
1773577871.101665 format_draw: range 4|0 is LIST 0-8
1773577871.101675 format_draw: range 2|0 is RIGHT 0-40
1773577871.101685 screen_write_cursormove: from 0,0 to 0,0
1773577871.101697 screen_write_cursormove: from 0,0 to 149,0
1773577871.101708 screen_write_cursormove: from 149,0 to 11,0
1773577871.101718 screen_write_cursormove: from 11,0 to 80,0
1773577871.101730 screen_write_cursormove: from 80,0 to 4,0
1773577871.101740 screen_write_cursormove: from 4,0 to 94,0
1773577871.101750 format_draw: range left at 0-4
1773577871.101761 format_draw: range window|0 at 4-11
1773577871.101771 format_draw: range right at 149-188
1773577871.101783 screen_write_cursormove: from 94,0 to 0,0
1773577871.101794 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1773577871.101804 unref client 0x5650cf0ca630 (2 references)
1773577871.101816 status_redraw exit: force=0, changed=1
1773577871.101828 screen_redraw_set_context: /dev/pts/1 @0 ox=0 oy=0 sx=188 sy=55 1/0
1773577871.101841 /dev/pts/1: \033[?25l
1773577871.101854 /dev/pts/1: current mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1773577871.101864 /dev/pts/1: setting mode KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1773577871.101874 /dev/pts/1: redrawing status
1773577871.101886 screen_redraw_draw_status: /dev/pts/1 @0
1773577871.101897 tty_draw_line: px=0 py=0 nx=4294967295 atx=0 aty=55
1773577871.101908 tty_draw_line: defaults: fg=8, bg=8
1773577871.101928 /dev/pts/1: \033[30m
1773577871.101940 /dev/pts/1: \033[42m
1773577871.101951 /dev/pts/1: \033[56;1H
1773577871.101964 /dev/pts/1: [0] 0:fish*                                                                                                                                          "~/D/T/s/e/6-start-Nod" 13:31 15-Mar-26
1773577871.101975 /dev/pts/1: \033(B\033[m
1773577871.101985 /dev/pts/1: \033[?12l\033[?25h
1773577871.101997 /dev/pts/1: current mode KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1773577871.102007 /dev/pts/1: setting mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1773577871.102018 /dev/pts/1: redraw added 229 bytes
1773577871.102030 server_client_reset_state: client /dev/pts/1 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1773577871.102040 server_client_reset_state: cursor to 14,19
1773577871.102051 /dev/pts/1: \033[20;15H
1773577871.102062 server_client_check_pane_buffer: pane %0 is on
1773577871.102074 @0 active pane not changed
1773577871.102119 /dev/pts/1: wrote 237 bytes (of 237)
1773577871.102130 /dev/pts/1: waiting for redraw, 0 bytes left
1773577871.102140 cmdq_next <global>: empty
1773577871.102150 cmdq_next </dev/pts/1>: empty
1773577871.102162 server_client_reset_state: client /dev/pts/1 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1773577871.102173 server_client_reset_state: cursor to 14,19
1773577871.102183 server_client_check_pane_buffer: pane %0 is on
1773577871.102195 @0 active pane not changed
1773577886.111170 client 0x5650cf0ca630, status interval 15
1773577886.111211 cmdq_next <global>: empty
1773577886.111224 cmdq_next </dev/pts/1>: empty
1773577886.111235 /dev/pts/1: redraw status
1773577886.111244 /dev/pts/1: redraw needed
1773577886.111256 status_redraw enter
1773577886.111266 format_defaults: c=/dev/pts/1
1773577886.111275 format_defaults: s=none
1773577886.111284 format_defaults: wl=none
1773577886.111293 format_defaults: wp=none
1773577886.111306 screen_write_start: size 188x1, no pane
1773577886.111316 screen_write_cursormove: from 0,0 to 0,0
1773577886.111372 format_expand1: expanding format: #[align=left range=left #{E:status-left-style}]#[push-default]#{T;=/#{status-left-length}:status-left}#[pop-default]#[norange default]#[list=on align=#{status-justify}]#[list=left-marker]<#[list=right-marker]>#[list=on]#{W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}}#[nolist align=right range=right #{E:status-right-style}]#[push-default]#{T;=/#{status-right-length}:status-right}#[pop-default]#[norange default]
1773577886.111400 format_expand1: found #*1[
1773577886.111422 format_expand1: found #{}: E:status-left-style
1773577886.111433 format_replace: modifier 0 is E
1773577886.111448 format_replace: format 'status-left-style' found: default
1773577886.111458 format_expand1: expanding format: default
1773577886.111469 format_expand1: result is: default
1773577886.111479 format_replace: replaced 'E:status-left-style' with 'default'
1773577886.111488 format_expand1: found #*1[
1773577886.111497 format_expand1: found #{}: T;=/#{status-left-length}:status-left
1773577886.111507 format_expand1: expanding format: #{status-left-length}
1773577886.111518 format_expand1: found #{}: status-left-length
1773577886.111529 format_replace: format 'status-left-length' found: 10
1773577886.111539 format_replace: replaced 'status-left-length' with '10'
